Nombre;Descripcion;Precio_Euros;URL_Producto;URL_Imagen
Chocolate Negro con Naranja La Tierra del Artesano 300 gr;Deliciosa combinación de chocolate negro (52% de cacao mínimo) con un toque de naranja natural. Dos sabores con personalidad propia en el que el toque cítrico de la naranjo enriquece el sabor amargo del chocolate. Se presenta en formato “lingote” de 300 gr.;9.50;https://tienda.productostipicosregionales.es/chocolates/220-chocolate-negro-con-naranja-la-tierra-del-artesano-300-gr.html;https://tienda.productostipicosregionales.es/736-home_default/chocolate-negro-con-naranja-la-tierra-del-artesano-300-gr.jpg
Chocolate Negro La Cepedana 80% Cacao 100 gr;Chocolate negro con un porcentaje mínimo del 80% de cacao. Artesanos del chocolate de Astorga desde 1903. Se presenta en tableta de 100 gr.;3.25;https://tienda.productostipicosregionales.es/chocolates/633-chocolate-negro-la-cepedana-80-cacao-100-gr.html;https://tienda.productostipicosregionales.es/661-home_default/chocolate-negro-la-cepedana-80-cacao-100-gr.jpg
Chocolate Negro La Cepedana 80% Cacao 200 gr;Chocolate negro con un porcentaje mínimo del 80% de cacao. Artesanos del chocolate de Astorga desde 1903. Se presenta en tableta de 200 gr.;5.95;https://tienda.productostipicosregionales.es/chocolates/632-chocolate-negro-la-cepedana-80-cacao-200-gr.html;https://tienda.productostipicosregionales.es/660-home_default/chocolate-negro-la-cepedana-80-cacao-200-gr.jpg
Chocolate Negro La Cepedana 80% Cacao 900 gr;Chocolate negro con un porcentaje mínimo del 80% de cacao. Artesanos del chocolate de Astorga desde 1903. Se presenta en tableta formato rústico de 900 gr.;22.50;https://tienda.productostipicosregionales.es/chocolates/630-chocolate-negro-la-cepedana-80-cacao-900-gr.html;https://tienda.productostipicosregionales.es/1126-home_default/chocolate-negro-la-cepedana-80-cacao-900-gr.jpg
ChufaMix Veggie Drinks Maker;Chufamix es el primer utensilio diseñado para exprimir, principalmente: semillas, frutos secos y cereales. Sólo necesitas tener una batidora de mano y 5 minutos de tu tiempo para disfrutar de una experiencia totalmente diferente elaborando leches vegetales naturales, con todos sus nutrientes y sabor originales. Fabricado en España.;38.95;https://tienda.productostipicosregionales.es/leches-vegetales/949-chufamix-veggie-drinks-maker.html;https://tienda.productostipicosregionales.es/1243-home_default/chufamix-veggie-drinks-maker.jpg
Cocido Madrileño producción ecológica Cachopo 445 cc;Típica receta madrileña elaborada con garbanzos, carne y embutido de gran calidad. Todos los ingredientes son de producción ecológica. Se presenta en tarro de vidrio de 445 cc.;4.75;https://tienda.productostipicosregionales.es/plato-de-cuchara/1009-cocido-madrileno-produccion-ecologica-cachopo.html;https://tienda.productostipicosregionales.es/1318-home_default/cocido-madrileno-produccion-ecologica-cachopo.jpg
Cocido Madrileño producción ecológica Cachopo 700 gr;Típica receta madrileña elaborada con garbanzos, carne y embutido de gran calidad. Todos los ingredientes son de producción ecológica. Se presenta en tarro de vidrio de 700grc;7.50;https://tienda.productostipicosregionales.es/plato-de-cuchara/45-cocido-madrileno-produccion-ecologica-cachopo-720-cc.html;https://tienda.productostipicosregionales.es/62-home_default/cocido-madrileno-produccion-ecologica-cachopo-720-cc.jpg
Conserva de Agujas en Aceite de Oliva 8/12 Pequeñas Conservas de...;Pescado azul caracterizado por su carne densa y sabor intenso. Empacadas a mano y elaboradas en aceite de oliva. Se presenta en lata decoración red con abre-fácil de 120 ml. Peso Neto Escurrido: 78 g.;4.75;https://tienda.productostipicosregionales.es/conservas-del-mar/1124-conserva-de-agujas-en-aceite-de-oliva-812-pequenas-conservas-de-cambados-gourmet-120-ml.html;https://tienda.productostipicosregionales.es/1460-home_default/conserva-de-agujas-en-aceite-de-oliva-812-pequenas-conservas-de-cambados-gourmet-120-ml.jpg
Conserva de Atún en Aceite de Oliva La Chanca 1000 gr;Se trata de la variedad de atún denominada Yellowfin, caracterizado por tener las aletas amarillas. En el proceso de elaboración escogemos las partes más grasas del pescado (solomillo) y elaboramos este preciado producto. Se presenta en lata DE 1000 gr. Peso Neto Escurrido: 650g.;14.50;https://tienda.productostipicosregionales.es/conservas-del-mar/468-conserva-de-atun-en-aceite-de-oliva-la-chanca-1000-gr.html;https://tienda.productostipicosregionales.es/496-home_default/conserva-de-atun-en-aceite-de-oliva-la-chanca-1000-gr.jpg
Conserva de Atún en Aceite de Oliva La Chanca 125 gr;Se trata de la variedad de atún denominada Yellowfin, caracterizado por tener las aletas amarillas. En el proceso de elaboración escogemos las partes más grasas del pescado (solomillo) y elaboramos este preciado producto. Se presenta en lata estuchada con abre-fácil de 125 gr. Peso Neto Escurrido: 85g.;3.25;https://tienda.productostipicosregionales.es/conservas-del-mar/466-conserva-de-atun-en-aceite-de-oliva-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/494-home_default/conserva-de-atun-en-aceite-de-oliva-la-chanca-125-gr.jpg
Conserva de Atún en Aceite de Oliva La Chanca 525 gr;Se trata de la variedad de atún denominada Yellowfin, caracterizado por tener las aletas amarillas. En el proceso de elaboración escogemos las partes más grasas del pescado (solomillo) y elaboramos este preciado producto. Se presenta en lata estuchada con abre-fácil de 525 gr. Peso Neto Escurrido: 385g.;9.50;https://tienda.productostipicosregionales.es/conservas-del-mar/467-conserva-de-atun-en-aceite-de-oliva-la-chanca-525-gr.html;https://tienda.productostipicosregionales.es/495-home_default/conserva-de-atun-en-aceite-de-oliva-la-chanca-525-gr.jpg
Conserva de Boquerones Fritos en Aceite de Oliva La Chanca 125 gr;En Barbate existe una gran flota artesanal dedicada a la pesca del boquerón, lo que repercute en la calidad y frescura de este producto. Se presenta en lata estuchada con abre-fácil de 85 gr.;3.95;https://tienda.productostipicosregionales.es/conservas-del-mar/470-conserva-de-boquerones-fritos-en-aceite-de-oliva-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/498-home_default/conserva-de-boquerones-fritos-en-aceite-de-oliva-la-chanca-125-gr.jpg
Conserva de Filetes de Caballa en Aceite de Oliva La Chanca 125 gr;La Flota artesanal de Barbate captura diariamente esta especie, lo que hace que su frescura sea absoluta al elaborar el producto. Se presenta en lata estuchada con abre-fácil de 125 gr. Peso Neto Escurrido: 85g.;3.95;https://tienda.productostipicosregionales.es/conservas-del-mar/463-conserva-de-filetes-de-caballa-en-aceite-de-oliva-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/491-home_default/conserva-de-filetes-de-caballa-en-aceite-de-oliva-la-chanca-125-gr.jpg
Conserva de Filetes de Melva Canutera en Aceite de Oliva La Chanca...;La melva es una especie abundante en la costa gaditana, lo que garantiza su frescura en la elaboración. Se caracteriza por su fina textura y suave paladar. Se presenta en lata estuchada con abre-fácil de 125 gr. Peso Neto Escurrido: 85g.;6.50;https://tienda.productostipicosregionales.es/conservas-del-mar/461-conserva-de-filetes-de-melva-canutera-en-aceite-de-oliva-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/489-home_default/conserva-de-filetes-de-melva-canutera-en-aceite-de-oliva-la-chanca-125-gr.jpg
Conserva de Lomos de Bonito del Norte en Aceite de Oliva Ana María...;Lomos de Bonito del Norte de la Costera Cantábrica en aceite de oliva, elaborados de forma tradicional por Conservas Ana María (Santoña). Serie Oro. Se presenta en tarro de vidrio de 215 gr. Peso Neto Escurrido: 125g.;6.50;https://tienda.productostipicosregionales.es/conservas-del-mar/403-conserva-de-lomos-de-bonito-del-norte-en-aceite-de-oliva-ana-maria-215-gr.html;https://tienda.productostipicosregionales.es/431-home_default/conserva-de-lomos-de-bonito-del-norte-en-aceite-de-oliva-ana-maria-215-gr.jpg
Conserva de Lomos de Bonito del Norte en Aceite de Oliva Ana María...;Lomos de Bonito del Norte de la Costera Cantábrica en aceite de oliva, elaborados de forma tradicional por Conservas Ana María (Santoña). Serie Oro. Se presenta en tarro de vidrio de 320 g. Peso Neto Escurrido: 220g.;9.50;https://tienda.productostipicosregionales.es/inicio/1042-conserva-de-lomos-de-bonito-del-norte-en-aceite-de-oliva-ana-maria-320-g.html;https://tienda.productostipicosregionales.es/1365-home_default/conserva-de-lomos-de-bonito-del-norte-en-aceite-de-oliva-ana-maria-320-g.jpg
Conserva de Mejillones en Escabeche 6/8 La Chanca 125 gr;Mejillón gigante gallego conservado en salsa de escabeche. Se presenta en lata estuchada de 125 gr. Peso Neto Escurrido: 70g.;4.50;https://tienda.productostipicosregionales.es/conservas-del-mar/471-conserva-de-mejillones-en-escabeche-68-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/499-home_default/conserva-de-mejillones-en-escabeche-68-la-chanca-125-gr.jpg
Conserva de Navajas al Natural 4/6 p. Conservas de Cambados Gourmet...;Navajas al natural, depuradas y sin arenas, seleccionadas y empacadas de forma manual para su perfecta presentación. Se presenta en lata decoración red con abre-fácil de 120 ml. Peso Neto Escurrido: 63 g.;7.95;https://tienda.productostipicosregionales.es/conservas-del-mar/1322-conserva-de-navajas-al-natural-4-6-p-conservas-de-cambados-gourmet-120-ml.html;https://tienda.productostipicosregionales.es/1695-home_default/conserva-de-navajas-al-natural-4-6-p-conservas-de-cambados-gourmet-120-ml.jpg
Conserva de Pulpo a la Gallega Gourmet Conservas de Cambados 120 ml;Producto típico de la gastronomía gallega que goza de un especial prestigio. Proceso de elaboración artesanal, en el que se le añade al producto la reconocida salsa marinera. Se presenta en lata decoración red con abre-fácil de 120 ml. Peso Neto Escurrido:67g.;6.50;https://tienda.productostipicosregionales.es/conservas-del-mar/706-conserva-de-pulpo-a-la-gallega-gourmet-conservas-de-cambados-120-ml.html;https://tienda.productostipicosregionales.es/1154-home_default/conserva-de-pulpo-a-la-gallega-gourmet-conservas-de-cambados-120-ml.jpg
Conserva de Sardinas en Aceite de Oliva 16/22 p. Conservas de...;Sardinillas seleccionadas por su calidad y tamaño, de textura suave y jugosa. Empacadas a mano y elaboradas en aceite de oliva. Se presenta en lata decoración red con abre-fácil de 125 ml. Peso Neto EScurrido: 80 g.;5.50;https://tienda.productostipicosregionales.es/conservas-del-mar/704-conserva-de-sardinas-en-aceite-de-oliva-1622-p-conservas-de-cambados-gourmet-125-ml.html;https://tienda.productostipicosregionales.es/946-home_default/conserva-de-sardinas-en-aceite-de-oliva-1622-p-conservas-de-cambados-gourmet-125-ml.jpg
Conserva de Sardinillas en Aceite de Oliva Ana María 260 gr;Sardinillas en aceite de oliva elaboradas de forma tradicional por conservas Ana María (Santoña). Se presenta en lata "pandereta" de 260 gr. Peso Neto Escurrido: 180 g.;5.75;https://tienda.productostipicosregionales.es/conservas-del-mar/1267-conserva-de-sardinillas-en-aceite-de-oliva-ana-maria-260-gr.html;https://tienda.productostipicosregionales.es/1635-home_default/conserva-de-sardinillas-en-aceite-de-oliva-ana-maria-260-gr.jpg
Conserva de Ventresca de Atún en Aceite de Oliva La Chanca 125 gr;La ventresca es una de las partes más apreciadas del atún, al ser especialmente sabroso y suave al paladar. Se presenta en lata estuchada con abre-fácil de 125 gr. Peso Neto Escurrido: 85g.;5.50;https://tienda.productostipicosregionales.es/conservas-del-mar/462-conserva-de-ventresca-de-atun-en-aceite-de-oliva-la-chanca-125-gr.html;https://tienda.productostipicosregionales.es/490-home_default/conserva-de-ventresca-de-atun-en-aceite-de-oliva-la-chanca-125-gr.jpg
Conserva Sardinas en Aceite de Oliva 12/16p Ana María 115 g;Sardinillas en aceite de oliva 12/16 piezas de Conservas Ana María (Santoña). Elaboración Tradicional. Se presenta en lata estuchada de 115 g. Peso Neto Escurrido: 81 g.;3.75;https://tienda.productostipicosregionales.es/conservas-del-mar/1044-conserva-sardinas-en-aceite-de-oliva-ana-maria.html;https://tienda.productostipicosregionales.es/1367-home_default/conserva-sardinas-en-aceite-de-oliva-ana-maria.jpg
Conseva de Lomos de Bonito del Norte en Escabeche Ana María 190 gr;Lomos del Bonito del Norte de la Costera Cantábrica en escabeche, elaborados de forma tradicional por Conservas Ana María (Santoña). Se presenta en tarro de vidrio de 190 gr. Peso Neto Escurrido: 125 g.;6.25;https://tienda.productostipicosregionales.es/conservas-del-mar/1266-conseva-de-lomos-de-bonito-del-norte-en-escabeche-ana-maria-190-gr.html;https://tienda.productostipicosregionales.es/1634-home_default/conseva-de-lomos-de-bonito-del-norte-en-escabeche-ana-maria-190-gr.jpg
Corazones de Alcachofa al Natural Extra Juker 660 gr;Corazones de alcachofa de temporada, pelados y cortados a mano. Un producto natural elaborado sin conservantes añadidos, manteniendo su color y sabor originales. Se presenta en tarro de vidrio de 660 gr. Peso Neto Escurrido: 410g.;9.50;https://tienda.productostipicosregionales.es/conservas-vegetales/298-corazones-de-alcachofa-al-natural-extra-juker-660-gr.html;https://tienda.productostipicosregionales.es/326-home_default/corazones-de-alcachofa-al-natural-extra-juker-660-gr.jpg
Crema de Verduras Juker 500 gr;Nutritiva crema de alcachofa, patata, alubia verde y espinacas, recolectadas en la huerta riojana y trituradas de forma manual. Se presenta en botellín de vidrio de 500 gr.;2.30;https://tienda.productostipicosregionales.es/plato-de-cuchara/307-crema-de-verduras-juker-500-gr.html;https://tienda.productostipicosregionales.es/335-home_default/crema-de-verduras-juker-500-gr.jpg
Dulce de Manzana Reineta del Bierzo S.A.T. El Artesano Raúl...;Dulce elaborado con manzana reineta del Bierzo (Carracedelo - León) por S.A.T. El Artesano Raúl Valcarce. Se presenta en tarrina con estuche de madera de 415 gr.;5.25;https://tienda.productostipicosregionales.es/mermeladas-y-confituras/1284-dulce-de-manzana-reineta-del-bierzo-sat-el-artesano-raul-valcarce-415-gr.html;https://tienda.productostipicosregionales.es/1652-home_default/dulce-de-manzana-reineta-del-bierzo-sat-el-artesano-raul-valcarce-415-gr.jpg
Dulce de Membrillo S.A.T. El Artesano Raúl Valcarce 430 gr;Dulce de membrillo del Bierzo (Carracedelo-León) elaborado por la Sociedad Agraria de Transformación El Artesano Raúl Valcarce. Se presenta en tarrina con estuche de madera de 430 gr.;6.50;https://tienda.productostipicosregionales.es/mermeladas-y-confituras/863-dulce-de-membrillo-sat-el-artesano-raul-valcarce-430-gr.html;https://tienda.productostipicosregionales.es/1102-home_default/dulce-de-membrillo-sat-el-artesano-raul-valcarce-430-gr.jpg
Embutido Chorizo de Aldea Tierra Astur 400 gr;Auténtico chorizo asturiano ahumado de calidad extra. Se presenta en paquetes de 4 unidades (400 gr aprox.) envasados al vacío.;6.25;https://tienda.productostipicosregionales.es/cerdo/255-embutido-chorizo-de-aldea-tierra-astur-400-gr.html;https://tienda.productostipicosregionales.es/852-home_default/embutido-chorizo-de-aldea-tierra-astur-400-gr.jpg
Embutido Chorizo de Buey Extra El Montañés – Vegacervera 550 gr;Chorizo extra elaborado con las mejores partes magras del buey y panceta de cerdo en la localidad de Vegacervera, situada en el extremo Norte de la provincia de León. Producto artesano. Curación natural. Se presenta en herradura de 600 gr. aprox. envasada al vacío.;11.50;https://tienda.productostipicosregionales.es/buey/674-embutido-chorizo-de-buey-extra-el-montanes-vegacervera-600-gr.html;https://tienda.productostipicosregionales.es/1014-home_default/embutido-chorizo-de-buey-extra-el-montanes-vegacervera-600-gr.jpg
Embutido Chorizo Extra El Montañés – Vegacervera 550 gr;Chorizo extra elaborado con las mejores partes magras del cerdo en la localidad de Vegacervera, situada en el extremo Norte de la provincia de León. Producto artesano. Curación natural. Se presenta en herradura de 600 gr. aprox. envasada al vacío.;9.75;https://tienda.productostipicosregionales.es/cerdo/672-embutido-chorizo-extra-el-montanes-vegacervera-600-gr.html;https://tienda.productostipicosregionales.es/1012-home_default/embutido-chorizo-extra-el-montanes-vegacervera-600-gr.jpg
Embutido Chorizo Picante Extra El Montañés – Vegacervera 550 gr;Chorizo picante extra elaborado con las mejores partes magras del cerdo en la localidad de Vegacervera, situada en el extremo Norte de la provincia de León. Producto artesano. Curación natural. Se presenta en herradura de 600 gr. aprox. envasada al vacío.;9.75;https://tienda.productostipicosregionales.es/cerdo/673-embutido-chorizo-picante-extra-el-montanes-vegacervera-600-gr.html;https://tienda.productostipicosregionales.es/1013-home_default/embutido-chorizo-picante-extra-el-montanes-vegacervera-600-gr.jpg
Embutido Compango para ½ kg. De Fabada Tierra Astur 440 gr;Compango de excelente calidad con los ingredientes necesarios (chorizo, morcilla, panceta, lacón) para preparar fabadas y potes típicos asturianos. Se presenta en paquete de 440 gr. aprox. envasado al vacío.;8.25;https://tienda.productostipicosregionales.es/cerdo/256-embutido-compango-para-kg-de-fabada-tierra-astur-500-gr.html;https://tienda.productostipicosregionales.es/853-home_default/embutido-compango-para-kg-de-fabada-tierra-astur-500-gr.jpg
Embutido Longaniza de Chivo Artesana La Pradera 350 gr;Longaniza de Chivo elaborada de forma artesanal por Embutidos La Pradera (Fontún – León). Sin Lactosa y sin gluten. Se presenta en formato herradura de 350 gr envasado en atmósfera protectora.;5.25;https://tienda.productostipicosregionales.es/caza/1015-embutido-longaniza-de-chivo-artesana-la-pradera.html;https://tienda.productostipicosregionales.es/1328-home_default/embutido-longaniza-de-chivo-artesana-la-pradera.jpg
Embutido Salchichón Artesano La Pradera 600 gr;Salchichón elaborado de forma artesanal por Embutidos La Pradera (Fontún – León). Sin gluten. Se presenta en formato barra de 600 gr envasado al vacío.;8.75;https://tienda.productostipicosregionales.es/cerdo/1014-embutido-salchichon-artesano-la-pradera.html;https://tienda.productostipicosregionales.es/1327-home_default/embutido-salchichon-artesano-la-pradera.jpg
Embutido Salchichón Cular Extra El Montañés – Vegacervera 1 kg;Salchichón cular extra elaborado con carne de cerdo de gran calidad en la localidad de Vegacervera, situada en el extremo Norte de la provincia de León. Producto artesano. Curación natural. Se presenta en 2 piezas de 500 g. aprox. envasada al vacío.;16.50;https://tienda.productostipicosregionales.es/cerdo/676-embutido-salchichon-cular-extra-el-montanes-vegacervera-1-kg.html;https://tienda.productostipicosregionales.es/1009-home_default/embutido-salchichon-cular-extra-el-montanes-vegacervera-1-kg.jpg
Embutido Salchichón Extra El Montañés – Vegacervera 550 gr;Salchichón extra elaborado con carne de cerdo de gran calidad en la localidad de Vegacervera, situada en el extremo Norte de la provincia de León. Producto artesano. Curación natural. Se presenta en herradura de 550 gr. aprox. envasada al vacío.;9.75;https://tienda.productostipicosregionales.es/cerdo/675-embutido-salchichon-extra-el-montanes-vegacervera-550-gr.html;https://tienda.productostipicosregionales.es/1008-home_default/embutido-salchichon-extra-el-montanes-vegacervera-550-gr.jpg
Espaguetis Integrales Ecológicos RietVell 500 gr;Pasta elaborada con trigo duro (Triticum Durum) procedente de cultivos ecológicos extensivos y de secano, de fincas ubicadas en áreas esteparias de Belchite o Los Monegros (Aragón). Cuando usted adquiere un producto RietVell está ayudando a conservar especies y ecosistemas únicos en Europa, y también a promover el desarrollo socioeconómico de áreas...;3.50;https://tienda.productostipicosregionales.es/pasta/840-espaguetis-integrales-ecologicos-rietvell-500-gr.html;https://tienda.productostipicosregionales.es/1079-home_default/espaguetis-integrales-ecologicos-rietvell-500-gr.jpg
Espárragos Blancos Extra 6/8 frutos Juker 390 g;Espárragos blancos extra 6/8 frutos muy gruesos de primera calidad, pelados a mano, recolectados en la huerta riojana y elaborados únicamente con agua y sal. Se presenta en lata rectangular de 390 g. Peso Neto Escurrido: 250g.;7.75;https://tienda.productostipicosregionales.es/conservas-vegetales/1088-esparragos-blancos-extra.html;https://tienda.productostipicosregionales.es/1418-home_default/esparragos-blancos-extra.jpg
Fabada Asturiana Tierra Astur 765 gr – I.G.P. Faba Asturiana;Fabada asturiana tierra Astur elaboradas con auténticas fabes amparadas por la Identidad Geogáfica Protegida I.G.P. Faba Asturiana, acompañadas de compango de la más alta calidad. Se presenta en lata con abre fácil de 765 gr.;9.50;https://tienda.productostipicosregionales.es/plato-de-cuchara/226-fabada-asturiana-tierra-astur-765-gr-igp-faba-asturiana.html;https://tienda.productostipicosregionales.es/741-home_default/fabada-asturiana-tierra-astur-765-gr-igp-faba-asturiana.jpg
Fabes con Almejas Agromar 420 gr;Las fabes con almejas son una deliciosa receta de la cocina asturiana, preparadas con fabes especiales de la granja. Sin ningún aditivo adicional. Se presenta en lata de 420 gr.;6.75;https://tienda.productostipicosregionales.es/plato-de-cuchara/229-fabes-con-almejas-agromar-420-gr.html;https://tienda.productostipicosregionales.es/257-home_default/fabes-con-almejas-agromar-420-gr.jpg
Fideos a la Cazuela con Setas y Gambas Monbolet 350 gr;Estupenda receta de fideos a la cazuela con setas y gambas con todos los ingredientes necesarios. Se presenta en tarro de vidrio de 350 gr.;8.50;https://tienda.productostipicosregionales.es/fideua/1034-fideos-a-la-cazuela-con-setas-y-gambas-monbolet.html;https://tienda.productostipicosregionales.es/1356-home_default/fideos-a-la-cazuela-con-setas-y-gambas-monbolet.jpg
Fideuá de Boletus Monbolet 350 gr;Exitosa combinación de pasta y setas de los Pirineos. Producto 100% natural, sin conservantes, colorantes ni aromas artificiales. Se presenta en tarro de vidrio de 350 gr.;6.50;https://tienda.productostipicosregionales.es/plato-de-tenedor/483-fideua-de-boletus-monbolet-350-gr.html;https://tienda.productostipicosregionales.es/511-home_default/fideua-de-boletus-monbolet-350-gr.jpg
Fideuá de Montaña Monbolet 350 gr;Exitosa combinación de pasta y setas de los Pirineos. Producto 100% natural, sin conservantes, colorantes ni aromas artificiales. Se presenta en tarro de vidrio de 350 gr.;6.50;https://tienda.productostipicosregionales.es/plato-de-tenedor/485-fideua-de-montana-monbolet-350-gr.html;https://tienda.productostipicosregionales.es/513-home_default/fideua-de-montana-monbolet-350-gr.jpg
Fideuá de Oronja Monbolet 350 gr;Exitosa combinación de pasta y setas de los Pirineos. Producto 100% natural, sin conservantes, colorantes ni aromas artificiales. Se presenta en tarro de vidrio de 350 gr.;6.50;https://tienda.productostipicosregionales.es/plato-de-tenedor/487-fideua-de-oronja-monbolet-350-gr.html;https://tienda.productostipicosregionales.es/783-home_default/fideua-de-oronja-monbolet-350-gr.jpg
Fideuá de Trompetas Monbolet 350 gr;Exitosa combinación de pasta y setas de los Pirineos. Producto 100% natural, sin conservantes, colorantes ni aromas artificiales. Se presenta en tarro de vidrio de 350 gr.;6.50;https://tienda.productostipicosregionales.es/plato-de-tenedor/489-fideua-de-trompetas-monbolet-350-gr.html;https://tienda.productostipicosregionales.es/517-home_default/fideua-de-trompetas-monbolet-350-gr.jpg
Filetes De Atún Rojo En Aceite De Oliva La Chanca 225 gr;Filete de Atún Rojo de almadraba envasado en aceite de oliva por La Chanca (Barbate) y presentado en tarro de vidrio de 225 gr. Peso Neto Escurrido: 150 g.;14.95;https://tienda.productostipicosregionales.es/conservas-del-mar/1379-filetes-de-atun-rojo-en-aceite-de-oliva-la-chanca-225-gr.html;https://tienda.productostipicosregionales.es/2207-home_default/filetes-de-atun-rojo-en-aceite-de-oliva-la-chanca-225-gr.jpg
Garbanzo Pico Pardal Vegas Bañezanas 1 kg;El mejor garbanzo nacional envasado por Vegas Bañezanas bajo su marca Pico Pardal. Se presenta en saquito de tela de 1 kg.;3.75;https://tienda.productostipicosregionales.es/legumbres/643-garbanzo-pico-pardal-vegas-banezanas-1-kg.html;https://tienda.productostipicosregionales.es/2279-home_default/garbanzo-pico-pardal-vegas-banezanas-1-kg.jpg
Garbanzo Pico Pardal Vegas Bañezanas 500 gr;El mejor garbanzo nacional envasado por Vegas Bañezanas bajo su marca Pico Pardal. Se presenta en saquito de tela de 500 gr.;1.95;https://tienda.productostipicosregionales.es/legumbres/642-garbanzo-pico-pardal-vegas-banezanas-500-gr.html;https://tienda.productostipicosregionales.es/2278-home_default/garbanzo-pico-pardal-vegas-banezanas-500-gr.jpg
Garbanzos al Natural Extra Juker 315 gr;Garbanzo lechoso de primera calidad, cocido y listo para consumir solo o en platos variados. Se presenta en tarro de vidrio de 315 gr. Peso Neto Escurrido: 205gr.;2.25;https://tienda.productostipicosregionales.es/legumbres/286-garbanzos-al-natural-extra-juker-315-gr.html;https://tienda.productostipicosregionales.es/314-home_default/garbanzos-al-natural-extra-juker-315-gr.jpg
Garbanzos al Natural Extra Juker 660 gr;Garbanzo lechoso de primera calidad, cocido y listo para consumir solo o en platos variados. Se presenta en tarro de vidrio de 660 gr. Peso Neto Escurrido: 425g.;2.95;https://tienda.productostipicosregionales.es/legumbres/287-garbanzos-al-natural-extra-juker-660-gr.html;https://tienda.productostipicosregionales.es/315-home_default/garbanzos-al-natural-extra-juker-660-gr.jpg
Garbanzos cocidos producción ecológica Cachopo 720 cc;Garbanzos suaves, tiernos y de piel muy fina ofrecen un sabor dulce que resulta muy agradable. Quedará sorprendido al consumir estos grabanzos presentados en su forma más natural al punto de sal y cocción. Producto de cultivo ecológico. Se presenta en tarro de vidrio de 720 cc. Peso Neto Escurrido: 440 gr.;3.25;https://tienda.productostipicosregionales.es/plato-de-cuchara/46-garbanzos-cocidos-produccion-ecologica-cachopo-720-cc.html;https://tienda.productostipicosregionales.es/63-home_default/garbanzos-cocidos-produccion-ecologica-cachopo-720-cc.jpg
Garbanzos estofados producción ecológica Cachopo 400g;Escogidos a mano, esta original presentación de garbanzos estofados puede ser un primer plato muy nutritivo. Se pueden acompañar de huevo cocido, trozos de jamón, bacon o chorizo. Se presenta en tarro de vidrio de 400 g.;3.50;https://tienda.productostipicosregionales.es/plato-de-cuchara/48-garbanzos-estofados-produccion-ecologica-cachopo-445-cc.html;https://tienda.productostipicosregionales.es/65-home_default/garbanzos-estofados-produccion-ecologica-cachopo-445-cc.jpg
Ginebra London Dry Gin Bunker Origen 70 cl;Ginebra Bunker, hasta ahora, la única ginegra de León elaborada en León. De origen cereal y sin azúcares añadidos. 40% Vol. Se presenta en frasca de vidrio con tapón de corcho de 1 litro.;37.50;https://tienda.productostipicosregionales.es/destilados/1176-ginebra-london-dry-gin-bunker-premium-70-cl.html;https://tienda.productostipicosregionales.es/2252-home_default/ginebra-london-dry-gin-bunker-premium-70-cl.jpg
Ginebra London Dry Gin Bunker Premium 5 Destilaciones 70 cl;Nueva Ginebra Bunker (al igual que su hermana Bunker Origen) elaborada en León, de origen cereal y sin aditivos ni azúcares añadidos. Elaborada de forma artesanal en alambique de cobre de alta tecnología. 5 destilaciones. 40% Vol. Se presenta en frasca de vidrio esmerillado con tapón de corcho de 1 litro.;32.50;https://tienda.productostipicosregionales.es/destilados/1288-ginebra-london-dry-gin-bunker-premium-5-destilaciones-70-cl.html;https://tienda.productostipicosregionales.es/1656-home_default/ginebra-london-dry-gin-bunker-premium-5-destilaciones-70-cl.jpg
Ginebra Premium 987 70 cl;987 es una London Dry Gin 100% destilada de corte moderno, con toques de hierbas aromáticas y cítricos. Elaborada con 8 destilaciones, realizadas en alambiques de cobre tipo pot still a partir de la maceración de 14 diferentes botánicos y cítricos. 40% Vol. Se presenta en botella de vidrio de 70 cl.;28.50;https://tienda.productostipicosregionales.es/destilados/559-ginebra-premium-987-70-cl.html;https://tienda.productostipicosregionales.es/842-home_default/ginebra-premium-987-70-cl.jpg
Ginebra Premium As De Picos 70 Cl;Ginebra artesana Premium, tipo London Dry Gin, elaborada con agua de los Picos de Europa y botánicos destilados en Alquitara Tradicional Lebaniega. 44% Vol. Se presenta en frasca de cristal de 70 cl.;24.75;https://tienda.productostipicosregionales.es/destilados/1363-ginebra-premium-as-de-picos-70-cl.html;https://tienda.productostipicosregionales.es/2215-home_default/ginebra-premium-as-de-picos-70-cl.jpg
Ginebra Premium El Molín 70 cl;Ginebra Premium elaborada en Asturias, elaborada a partir de enebro, piel de naranja y limón, destilada en alquitara de cobre para una mejor conservación de todos sus aromas. 40% Vol. Se presenta en botella de vidrio de 70 cl.;24.50;https://tienda.productostipicosregionales.es/destilados/214-ginebra-premium-el-molin-70-cl.html;https://tienda.productostipicosregionales.es/979-home_default/ginebra-premium-el-molin-70-cl.jpg
